"ДТ","ИС Гагаринский"
"ДТ","ИС Дмитровский"
"ДТ","ИС Зюзино"
"ДТ","ИС Зябликово"
"ДТ","ИС Кузьминки"
"ДТ","ИС Левобережный"
"ДТ","ИС Лефортово"
"ДТ","ИС Лианозово"
"ДТ","ИС Марьино"
"ДТ","ИС Метрогородок"
"ДТ","ИС Можайский"
"ДТ","ИС Молжаниновский"
"ДТ","ИС Нагатинский Затон"
"ДТ","ИС Нижегородский"
"ДТ","ИС Ново-Переделкино"
"ДТ","ИС Обручевский"
"ДТ","ИС Орехово-Борисово Северное"
"ДТ","ИС Орехово-Борисово Южное"
"ДТ","ИС Отрадное"
"ДТ","ИС Перово"
"ДТ","ИС Преображенское"
"ДТ","ИС Рязанский"
"ДТ","ИС Савеловский"
"ДТ","ИС Соколиная Гора"
"ДТ","ИС Сокольники"
"ДТ","ИС Солнцево"
"ДТ","ИС Теплый Стан"
"ДТ","ИС Фили-Давыдково"
"ДТ","ИС Хорошевский"
"ДТ","ИС Царицыно"
"ДТ","ИС Черемушки"
"ДТ","ИС Южное Медведково"
"ОДХ","АвД"
"ОДХ","АвД ВАО"
"ОДХ","АвД ЗАО"
"ОДХ","АвД ЗелАО"
"ОДХ","АвД САО"
"ОДХ","АвД СВАО"
"ОДХ","АвД СЗАО"
"ОДХ","АвД ЦАО"
"ОДХ","АвД ЮАО"
"ОДХ","АвД ЮВАО"
"ОДХ","АвД ЮЗАО"
"ОДХ","Администрация городского округа Троицк"
"ОДХ","Администрация городского округа Щербинка"
"ОДХ","Администрация п.Первомайское"
"ОДХ","Администрация поселения Внуковское"
"ОДХ","Администрация поселения Вороновское"
"ОДХ","Администрация поселения Воскресенское"
"ОДХ","Администрация поселения Десёновское"
"ОДХ","Администрация поселения Киевский"
"ОДХ","Администрация поселения Кленовское"
"ОДХ","Администрация поселения Кокошкино"
"ОДХ","Администрация поселения Краснопахорское"
"ОДХ","Администрация поселения Марушкинское"
"ОДХ","Администрация поселения Михайлово-Ярцевское"
"ОДХ","Администрация поселения Московский"
"ОДХ","Администрация поселения Мосрентген"
"ОДХ","Администрация поселения Новофедоровское"
"ОДХ","Администрация поселения Роговское"
"ОДХ","Администрация поселения Рязановское"
"ОДХ","Администрация поселения Сосенское"
"ОДХ","Администрация поселения Филимонковское"
"ОДХ","Администрация поселения Щаповское"
"ОДХ","Жилищник Академический"
"ОДХ","Жилищник Алексеевский"
"ОДХ","Жилищник Алтуфьевский"
"ОДХ","Жилищник Аэропорт"
"ОДХ","Жилищник Бабушкинский"
"ОДХ","Жилищник Богородское"
"ОДХ","Жилищник Внуково"
"ОДХ","Жилищник Восточный"
"ОДХ","Жилищник Выхино Выхино-Жулебино"
"ОДХ","Жилищник Гольяново"
"ОДХ","Жилищник Даниловский"
"ОДХ","Жилищник Донской"
"ОДХ","Жилищник Дорогомилово"
"ОДХ","Жилищник Жулебино Выхино-Жулебино"
"ОДХ","Жилищник Западное Дегунино"
"ОДХ","Жилищник Косино-Ухтомский"
"ОДХ","Жилищник Красносельский"
"ОДХ","Жилищник Ломоносовский"
"ОДХ","Жилищник Лосиноостровский"
"ОДХ","Жилищник Люблино"
"ОДХ","Жилищник Марфино"
"ОДХ","Жилищник Марьина Роща"
"ОДХ","Жилищник Москворечье Сабурово"
"ОДХ","Жилищник Нагатино-Садовники"
"ОДХ","Жилищник Нагорный"
"ОДХ","Жилищник Новокосино"
"ОДХ","Жилищник Останкинский"
"ОДХ","Жилищник Печатники"
"ОДХ","Жилищник Покровское-Стрешнево"
"ОДХ","Жилищник Раменки"
"ОДХ","Жилищник Ростокино"
"ОДХ","Жилищник Свиблово"
"ОДХ","Жилищник Северное Медведково"
"ОДХ","Жилищник Северный"
"ОДХ","Жилищник Сокол"
"ОДХ","Жилищник Строгино"
"ОДХ","Жилищник Текстильщики"
"ОДХ","Жилищник Тропарево-Никулино"
"ОДХ","Жилищник Филевский парк"
"ОДХ","Жилищник Хамовники"
"ОДХ","Жилищник Ховрино"
"ОДХ","Жилищник Хорошево-Мневники"
"ОДХ","Жилищник Щукино"
"ОДХ","Жилищник Южное Тушино"
"ОДХ","Жилищник Ярославский"
"ОДХ","Жилищник Ясенево"
"ОДХ","ИС Бибирево"
"ОДХ","ИС Бутырский"
"ОДХ","ИС Лианозово"
"ОДХ","ИС Отрадное"
"ОДХ","ИС Южное Медведково"
